word,category,meanings,is
ज्यादती,ना.,अत्याचार; दमन,SIS
ज्योतिषी,सङ्.  ना.,ज्योतिषशास्त्र  सम्बन्धी विशेष ज्ञान भएको व्यक्ति,SIS
झलझली,क्रियो.,झलझल हुँदाको किसिम,IIIS
हीनता,असङ्.  ना.,कमजोर वा हीन भएको अवस्था,SIS
तात्कालिक,वि.,तत्काल हुने; समयको सन्दर्भमा हुने,SSII
तार्किक,वि.,तर्कयुक्त,SII
नवौं,वि.,आठौँ पछि र दशौँ  अघि आउने,IS
तिब्बती,सङ्.  ना.,"तिब्बती मूलको व्यक्ति
तिब्बतसँग सम्बन्धित; तिब्बतको",SIS
तिरो,सङ्.  ना.,जग्गाजमिन उपभोग गरेबापत सरकारलाई तिर्नु पर्ने रकम; कर,IS
नाजायज,वि.,जायज नभएको,SSII
नाटककार,सङ्.  ना.,नाटकको रचना गर्ने व्यक्ति,SIISI
नातेदार,सङ्.  ना.,नाता पर्ने व्यक्ति; आफन्त,SSSI
तृप्ति,असङ्.  ना.,तृप्त भएको अवस्था,SI
नाप,सङ्.  ना.,"कुनै कुराको आकार, लम्बाइ, चौडाइ, उचाइ, गोलाइ आदि नाप्दा हुने मात्रा",SI
नापी,ना.,नाप्ने काम,SS
नाबालक,सङ्.  ना.,सानो उमेरको बच्चा,SSII
नामकरण,ना.,नाम राख्ने काम,SIIII
नामावली,सङ्.  ना.,नामको सूची,SSIS
नामी,वि.,नाम चलेको; चर्चामा आएको,SS
नालायक,वि.,लायक नभएको; काम नलाग्ने,SSII
त्यसरी,क्रियो.,त्यस किसिमले; त्यसो गरेर,IIS
त्यागी,वि.,त्याग गर्न सक्ने क्षमता वा गुण भएको,SS
त्रस्त,वि.,त्रासमा परेको; तर्सेको,SI
त्रासदी,असङ्.  ना.,त्रास उत्पन्न भएको अवस्था,SIS
हिमाल,सङ्.  ना.,वर्षभरि हिउँले ढाक्ने पहाड,ISI
त्रिकोणात्मक,वि.,तीन पक्ष बीचको,ISSII
निजीकरण,ना.,"सरकारी वा सार्वजनिक स्वामित्वमा रहेक वस्तु, कारखाना आदि निजी क्षेत्रलाई बेच्ने वा हस्तान्तरण गर्ने काम",ISIII
निडर,वि.,डर नभएको; साहसिलो,III
जागृत,वि.,"बिउँझिएको
कुनै कुराको जागरण भएको; बौरेको",SII
निन्दनीय,वि.,निन्दा गर्न लायक,SISI
निमन्त्रणा,ना.,निम्तो गर्ने काम; बोलाउने काम,ISIS
नियन्त्रक,वि.,नियन्त्रण गर्ने,ISII
नियमित,वि.,"नियम अनुसारको; नियममा चल्ने
तोकिएको अवधिमा दोहोरिइरहने; सधैँ हुने",IIII
नियात्रा,ना.,"यात्रा, भ्रमणसम्बन्धी वर्णन भएको लेख, निबन्ध",ISS
नियोजित,वि.,"योजना गरिएको
नियन्त्रण गरिएको; सीमा तोकिएको",ISII
निरन्तर,वि.,लगातार चलिरहने; नरोकिईकन हुने,ISII
निरपेक्ष,वि.,"विषय, घटना आदिप्रति उदासीन वा तटस्थ रहेको; कुनै कुरा वा पक्षप्रति झुकाउ नभएको
कुनै कुरासँग तुलना हुन नसक्ने; आफैँमा सम्पूर्ण",IISI
निरर्थक,वि.,कुनै अर्थ नभएको,ISII
निराकार,वि.,आकार नभएको; अमूर्त,ISSI
निराश,असङ्.  ना.,आश मरेको,ISI
निर्जीव,वि.,प्राण नभएको; जीवन नभएको,SSI
निर्णायक,वि.,निर्णय दिने; मुख्य,SSII
निर्दयी,वि.,"दया, मायाको भाव नभएको; निष्ठुर",SIS
निर्दलीय,वि.,दलहरू नभएको; दलको सदस्य नभएको,SISI
निर्दिष्ट,वि.,निर्देश गरिएको; तोकिएको,SSI
निर्देशक,सङ्.  ना.,"निर्देशन दिने व्यक्ति; संघसंस्था वा निकायमा प्रशासनिक काम हेर्ने मुख्य व्यक्ति
निर्देशन दिने",SSII
निर्देशन,सङ्.  ना.,"निर्देश गर्ने काम; अह्राउने, देखाउने वा सिकाउने काम",SSII
निर्दोष,वि.,कुनै दोष नलागेको,SSI
थकान,ना.,थाकेको अवस्था; थकाइ,ISI
थकित,वि.,थाकेको,III
थप,वि.,थपिएको; भइरहेको भन्दा बढी,II
थुक,ना.,थुकिने पदार्थ,II
थुनुवा,असङ्.  ना.,थुनिएको व्यक्ति,IIS
निर्वस्त्र,क्रियो.,"लुगाकपडाबिना; नाङ्गो भएर
कपडा नलगाएको; नाङ्गो",SSI
निर्विवाद,वि.,विवाद नभएको; सबैले मानेको; विवाद गर्न नपर्ने,SISI
निवास,सङ्.  ना.,"बस्ने ठाँउ; वासस्थान; घर
बसोबास गर्ने काम ",ISI
निष्ठुरी,वि.,दया मायाको भाव नभएको,SIS
निष्पक्ष,वि.,कसैको पक्ष नलिने वा नलिएको; पक्षपात नभएको,SSI
नेपाली,सङ्.  ना.,"नेपाली जनता; नेपालको नागरिक
संस्कृतबाट विकास भएको नेपालका बहुसङ्ख्यक जनताले पहिलो भाषाको रूपमा र अरू भाषाभाषीमध्ये धेरैले दोस्रो भाषाको रूपमा प्रयोग गर्ने भारोपेली परिवारको भाषा
नेपालको; नेपालमा रहेको, बनेको वा नेपालसँग सम्बन्धित",SSS
नैतिक,वि.,नीतिसँग सम्बन्धित; नीतिको,SII
नैराश्य,ना.,निराश भएको अवस्था; निराशाको पन,SSI
नोकरशाही,सङ्.  ना.,कर्मचारीबाट सञ्चालित प्रशासनिक व्यवस्था,SIISS
नोकरी,सङ्.  ना.,जागिर खाने काम,SIS
नोकर्नी,सङ्.  ना.,नोकरको रूपमा काम गर्ने महिला,SSS
वंशज,सङ्.  ना.,कुनै वंशमा जन्मिएको; सन्तान; खास वंशमा जन्म लिएको,SII
थैली,सङ्.  ना.,"सानो थैलो
सुर्काउनीले कस्न मिल्ने कपडाले बनेको  गहना पैसा आदि राख्ने झोली",SS
दरिद्रता,ना.,ज्यादै गरिब रहेको अवस्था,ISIS
दरबारिया,सङ्.  ना.,"दरबारसँग सम्बन्धित व्यक्ति
दरबारको वा दरबारसँग सम्बन्धित",IISIS
दर्जनौं,संवा.,धेरै दर्जन,SIS
अस्तित्ववादी,वि.,अस्तित्ववादमा विश्वास गर्ने,SSISS
पराजय,ना.,हारेको स्थिति; हार,ISII
परिचर्चा,सङ्.  ना.,चर्चा वा विश्लेषण गर्ने काम,IISS
परित्याग,ना.,"वस्तु, धनसम्पति, व्यक्ति, धर्म, विचार आदिको त्याग गर्ने काम",ISSI
परिदृश्य,सङ्.  ना.,वरिपरिको दृश्य,IISI
परिपत्र,ना.,कुनै संस्था वा निकायले मातहतमा रहेका सबै निकायमा एकैसाथ पठाउने एकै व्यहोराको पत्र,IISI
हिमालय,सङ्.  ना.,सधैँ हिउँले ढाकिने अग्लो पहाड वा चुचुरो,ISII
परिष्कृत,ना.,परिष्कार भएको; संशोधन गरिएको; शुद्ध पारिएको,ISII
परिसूचक,सङ्.  ना.,सूचना दिने संकेत,IISII
परिस्थिति,सङ्.  ना.,"वरिपरिको अवस्था; व्यक्ति वा वस्तुको वरिपरिको समय, ठाउँ, वातावरण आदि",ISII
परीक्षण,सङ्.  ना.,परीक्षा लिने काम; जाँच गर्ने काम,ISII
पर्यटक,सङ्.  ना.,पर्यटन गर्ने व्यक्ति; घुम्ने व्यक्ति,SIII
पर्यवेक्षक,सङ्.  ना.,पर्यवेक्षण गर्ने व्यक्ति,SISII
हिमाली,वि.,हिमालसँग सम्बन्धित; हिमालको; हिमालमा पर्ने,ISS
पाचन,ना.,पचाउने काम; पचाइ,SII
पारखी,वि.,"पारख गर्ने सक्ने; राम्रो काम, व्यवहार, गुण आदि छुट्ट्याउन सक्ने",SIS
पारदर्शिता,ना.,पारदर्शी भएको अवस्था; पारदर्शी वस्तुमा हुने गुण; पारदर्शीपन,SISIS
पालन,ना.,"आज्ञा, आचार संहिता, धर्म, आदेश, नियम, कर्तव्य आदि मान्ने काम
पाल्ने काम",SII
पालना,ना.,"आदेश, आज्ञा, निर्देशन आदि पालन गर्ने काम",SIS
पाश्चात्य,वि.,पश्चिमी देशहरूसँग सम्बन्धित; पश्चिमी,SSI
पूरक,वि.,मूल अंशलाई पुरा गर्ने,SII
पेय,ना.,"रक्सी, बियर आदि पिउने पदार्थ
पिउन योग्य; पिउन हुने",SI
पैतृक,वि.,पितृको; पितापुर्खाको; पुर्ख्यौली,SII
दाग,सङ्.  ना.,"खत; टाटो
स्वभाव वा चरित्रमा लागेको खोट, कलङ्क वा दोष",SI
पौडी,ना.,पानीमा हातखुट्टा चलाएर तैरने काम,SS
प्रकाशक,सङ्.  ना.,प्रकाशन गर्ने व्यक्ति वा संस्था,ISII
प्रकाशन,ना.,"लेख्य, कथ्य वा छापाका माध्यमबाट कुनै कुरालाई प्रकाशमा ल्याउने वा सार्वजनिक गर्ने काम",ISII
प्रकाशित,वि.,प्रकाशन गरिएको; सार्वजनिक गरिएको,ISII
प्रकोप,ना.,"कुनै रोगले महामारीको रूप लिएको अवस्था
बाढि, पैरो, भूकम्प आदि प्राकृतिक दुर्घटनाले ल्याएको स्थिति",ISI
प्रक्षेपण,ना.,"क्षेप्यास्त्र, भू-उपग्रह, अन्तरिक्षयान आदिलाई माथि अन्तरिक्षमा पठाउने काम
वस्तु, विचार आदिको स्थिति, मूल्य, अवस्था यस्तो हुन्छ भनी गरिने अनुमान",SSII
प्रख्यात,वि.,नाम चलेको; प्रसिद्ध,SSI
प्रगति,असङ्.  ना.,उन्नति; विकास,III
प्रगाढ,वि.,ज्यादै गाढा; ज्यादै गहिरो,ISI
प्रचलन,सङ्.  ना.,चलिआएको कुरा; चलन,IIII
प्रजनन,ना.,सन्तान उत्पादन गर्ने काम,IIII
दाम्पत्य,वि.,दम्पतिसँग सम्बन्धित; दम्पतिको; श्रीमान्-श्रीमतीको सम्बन्धमा आधारित,SSI
प्रजाति,सङ्.  ना.,"कुनै प्राणी, वनस्पति आदि भित्रको भेद",ISI
जिउँदो,वि.,"प्राण भएको; नमरेको
पूर्ण रुपले प्रतिनिधित्व गर्न सक्ने; सशक्त",IIS
वर्गीय,गुवा.  वि.,कुनै वर्गको वा त्यस्तो वर्गसँग सम्बन्धित,SSI
वर्णनात्मक,वि.,वर्णन गरिएको; वर्णनको शैलीमा लेखिएको,SISII
दिनहुँ,क्रियो.,हरेक दिन; दिनदनै,III
वर्णित,वि.,वर्णन गरिएको,SII
प्रतिपादन,ना.,"कुनै विषय, नियम, सिद्धान्त, आदिको विकास र स्थापना गर्ने काम",IISII
दुखाइ,असङ्.  ना.,दुखेको अनुभव; पीडा,ISI
दुरुपयोग,ना.,गलत प्रयोग,IIISI
दुर्गम,वि.,सजिलै पुग्न नसकिने; जान कठिन; विकट,SII
दुर्गुण,सङ्.  ना.,"खराब गुण; नराम्रो गुण; खराब स्वभाव, आचरण तथा व्यवहार",SII
दुर्बल,वि.,बल नभएको; कमजोर,SII
दूतावास,सङ्.  ना.,कुनै देशको राजदूतको कार्यालय,SSSI
दूरगामी,वि.,लामो समयसम्म असर पार्दै जाने किसिमको ,SISS
दूरी,ना.,"कुनै दुई वस्तु, ठाउँ आदि बीचको अन्तर अथवा फरक",SS
लिखित,वि.,लेखिएको,III
हिंसात्मक,वि.,हिंसा गराउने; हिंसासँग सम्बन्धित,SSII
वर्षीय,वि.,वर्षको; वर्ष पुगेको,SSI
वर्षौँ,ना.,धेरै वर्षको समय; लामो समय,SS
देवी,सङ्.  ना.,देवताको स्त्री जाति,SS
देशी,वि.,देशभित्रको; आफ्नो देशसँग सम्बन्धित; आफ्नो देशमा बनेको,SS
दैनिक,वि.,दिनदिनैको; हरेक दिनको,SII
वस्तुगत,वि.,"तथ्य, मूर्त र ठोस कुरासँग सम्बन्धित
वास्तविक",SIII
लुटेरा,सङ्.  ना.,लुट्ने व्यक्ति; डाका,ISS
दौड,असङ्.  ना.,"फड्का मारेर छिटो छिटो र तीव्र ढङ्गले पाइला बढाउने काम; दौडने काम
कुनै उद्देश्य प्राप्तिका लागि हुने होड; काम चाँडै सक्ने प्रयत्न",SI
लेखक,ना.,लेख रचना आदि लेख्ने व्यक्ति,SII
लेखन,असङ्.  ना.,लेख्ने काम; लेखाइ; लेख्ने कला वा सिप,SII
लेखाइ,ना.,लेख्ने काम,SSI
लौकिक,वि.,लोकको; लोकसँग सम्बन्धित,SII
वंशावली,ना.,कुनै जाति वा व्यक्तिको पुर्खाको उत्पत्तिदेखि त्यो वंशमा आउने तिनका सन्तान र सम्बन्धित अन्य गतिविधिको नालीबेली,SSIS
धनी,सङ्.  ना.,"कुनै वस्तु, विषय वा गुणको मालिक
 धनसम्पत्ति भएको",IS
वाचन,ना.,"कुनै पाठ पढेर सुनाउने काम
धार्मिक तथा विभिन्न किसिमका कथाहरू सुनाउने काम; प्रवचन",SII
धरौटी,ना.,धितो वा धरोट राखेको मालसमान वा धनमाल,ISS
विकेन्द्रीकरण,ना.,"शासनको अधिकार, विकासका कार्य आदि कुराहरू केन्द्रबाट स्थानीय तहमा ल्याउने प्रक्रिया",ISSIII
विखण्डन,ना.,खण्ड खण्डमा छुट्टिने वा छुट्ट्याउने काम; टुक्रिने वा टुक्र्याउने काम,ISII
विख्यात,वि.,राम्रो ख्याति कमाएको,SSI
विगत,वि.,बितेको समयको; गएको,III
विघटन,ना.,"संघ, संस्था, सभा, समिति आदि भङ्ग वा खारेजी गर्ने काम",IIII
विचरण,ना.,"घुमफिर गर्ने काम; डुल्ने, घुम्ने काम; भ्रमण",IIII
विचलन,ना.,स्थिर नभएको अवस्था; मुल स्थितिबाट टाढा हट्दै गएको अवस्था; हलचल,IIII
विचारणीय,वि.,विचार गर्न पर्ने; विचार गर्न योग्य,ISISI
विच्छेद,ना.,अलग बनाउने काम; सम्पर्क वा सम्बन्ध छुटाउने काम,SSI
विज्ञान,ना.,कुनै पनि विषयको व्यवस्थित अध्ययन गर्ने शास्त्र,SSI
वितरक,सङ्.  ना.,बिक्रीवितरण गर्ने व्यक्ति वा संस्था,IIII
वितृष्णा,ना.,"कुनै विषय, विचार, गतिविधि, व्यक्ति आदिप्रति उत्पन्न विकर्षण वा अरूचि",ISS
विद्वान,वि.,विधत्ता भएको; धेरै अध्ययन गरेको; ज्ञान हाँसिल गरेको; ज्ञानी,SSI
विधायिका,सङ्.  ना.,"जननिर्वाचित प्रतिनिधिहरूको सभा; संसद
प्रजातान्त्रिक व्यवस्थामा कानुनको निर्माण गर्ने सर्बोच्च अङ्ग",ISIS
विधान,सङ्.  ना.,कुनै संघ-संस्था वा सरकारले आफ्नो कार्यसंचालन गर्नका निम्ति बनाएको नियम; ऐन-कानुन,ISI
धर्ना,ना.,धर्ने काम; निश्चित उद्देश्य प्राप्त नभइन्जेल लागि सम्बन्धित क्षेत्रमा गएर बसिरहने काम,SS
विधेयक,ना.,"संसद समक्ष छलफलका लागि पेश गरिएको नियम, कानुन, ऐन आदि",ISII
विनम्र,वि.,नम्र भएको,ISI
विनाश,ना.,धेरै मात्रामा भएको नाश; विध्वंस,ISI
विनियोजन,ना.,"धन सम्पति, बजेट, पुँजी, राजस्व आदिको विभिन्न काम वा प्रयोजनका लागि बाँडफाँड",IISII
धारिलो,वि.,धार भएको,SIS
नकारात्मक,वि.,खराब; नराम्रो,ISSII
नक्कली,वि.,नक्कल गरिएको; झुटो,SIS
नगण्य,वि.,अति कम,ISI
विपक्ष,ना.,"विरोधी पक्ष वा दल
विरोध",ISI
विपत्ति,ना.,"अप्ठेरो, सङ्कट आदिको स्थिति; विपत",ISI
विफल,वि.,असफल,III
विभक्त,वि.,विभाजित; बाँडिएको,ISI
विभाजन,ना.,"भाग लगाउने काम
दुई वा सो भन्दा बढि भागमा टुक्रिने वा टुक्रयाउने काम",ISII
विभिन्न,वि.,"धेरै किसिमका; धेरै प्रकारका
भिन्नभिन्न; अलगअलग; फरकफरक",ISI
विभेद,ना.,भेद गर्ने काम; फरक गर्ने काम; पक्षपात,ISI
विमति,ना.,भिन्न मत वा विचार; असहमति,III
विमुख,वि.,"काम, कर्तव्य, विचार आदिबाट टाढिएको; पछिल्तिर फर्केको",III
विमोचन,ना.,"कृति, पुस्तक, पत्रिका आदिको औपचारिक रूपमा गरिने सार्वजनिकरण",ISII
वियोग,ना.,"बिछोड
छुट्टिने वा छुट्टयाउने काम",ISI
विरक्ति,ना.,इच्छा र चाहना मरेको स्थिति; विरक्त भएको अवस्था,ISI
विलक्षण,वि.,विशेष लक्षण भएको; असाधारण प्रतिभा वा गुण भएको,ISII
विराजमान,वि.,बसेको,ISISI
विलय,ना.,आफ्नो अस्तित्व समेत नरहने गरी अर्कोमा मिल्ने काम,III
विलासी,गुवा.  वि.,विलास गर्ने; विलासले भरिएको,ISS
विलीन,वि.,विलाएको; लीन भएको; अर्को कुनै कुरामा मिलेको,ISI
विवाद,ना.,"भनाभन; झगडा
कुनै विषयमा असहमत भएर प्रस्तुत गरिने तर्क; असहमति",ISI
नवीन,वि.,नयाँ,ISI
विशिष्ट,वि.,विशेष किसिमको; अरूभन्दा भिन्न प्रकारको,ISI
विशुद्ध,वि.,केही नमिसिएको; एकदम शुद्ध,ISI
विशेष,वि.,अरूभन्दा फरक किसिमको; महत्त्वपूर्ण,ISI
विशेषज्ञ,ना.,"कुनै विषय, क्षेत्र आदिमा विशेष ज्ञान हासिल गरेको व्यक्ति",ISSI
विशेषता,सङ्.  ना.,कुनै वस्तुलाई चिनाउने विशेष गुण,ISIS
विशेषतः,क्रियो.,विशेष गरेर; खास गरी,ISIS
विश्लेषक,ना.,विषयको गहिराईसम्म पुगेर तर्कसंगत ढंगले विश्लेषण गर्ने व्यक्ति,SSII
विश्वसनीय,वि.,विश्वास गर्न सकिने; भरपर्दो; पत्यारिलो,SIISI
विश्वस्त,वि.,विश्वास गर्न सकिने; विश्वास गरिएको; विश्वासिलो; भरपर्दो,SSI
विसङ्गत,वि.,सङ्गति नमिलेको; अस्तव्यस्त किसिमको,ISII
विसङ्गति,ना.,परस्परमा सङ्गत नमिलेका कुरा; अमिल्दा कुरा,ISII
विस्थापन,ना.,"कुनै स्थापित चिज, वस्तु, विचार आदिलाई अर्को चिज, वस्तु, विचार आदिले हटाएको अवस्था",SSII
वृत्तान्त,ना.,"कुनै वस्तु, विचार आदिको विवरण वा वर्णन",SSI
वैदिक,वि.,वेदसँग सम्बन्धित; वेदको,SII
नाच,सङ्.  ना.,नाच्ने काम,SI
नातिनी,ना.,छोरा वा छोरीकी छोरी,SIS
वैदेशिक,वि.,विदेशसँग सम्बन्धित; विदेशको,SSII
वैयक्तिक,वि.,खास व्यक्तिसँग मात्र सम्बन्धित; व्यक्तिगत; निजी,SSII
वैराग्य,ना.,विराग पैदा भएको; सांसारिक गतिविधि तथा भौतिक वस्तुप्रति वितृष्णा भएको स्थिति,SSI
वैशिष्ट्य,ना.,विशिष्ट भएको अवस्था,SSI
शक्ति,गुण,"बल वा क्षमता
निश्चित समूह वा समुदायमा रहेको सामाजिक प्रभाव",SI
शक्तिशाली,वि.,शक्तिले युक्त; शक्ति सम्पन्न,SISS
शतक,ना.,"सय अङ्क बराबरको परिणाम
सय वर्षको अवधि",III
शत्रुता,ना.,शत्रुले गर्ने व्यवहार; दुस्मनी,SIS
शब्दावली,ना.,शब्दको सूची,SSIS
शरणार्थी,सङ्.  ना.,शरण लिने अथवा शरणमा आउने व्यक्ति,IISS
शान्ति,ना.,शान्त रहेको अवस्था,SI
शाब्दिक,वि.,शब्दसँग सम्बन्धित; शब्दको,SII
शासक,ना.,शासन गर्ने व्यक्ति,SII
औद्योगिक,गुवा.  वि.,उद्योगसँग सम्बन्धित; उद्योगको,SSII
शास्त्री,ना.,शास्त्रको जानकार व्यक्ति; कुनै विषयको विशेष ज्ञान पाएको व्यक्ति,SS
शास्त्रीय,वि.,शास्त्र अनुसारको; शास्त्रसँग सम्बन्धित,SSI
शिक्षित,वि.,शिक्षा आर्जन गरेको,SII
शिथिलता,ना.,कमजोर अथवा शिथिल भएको अवस्था,IIIS
शीर्षक,ना.,"लेख, रचना, पुस्तक आदिको शीर्ष भाग वा सुरुमा रहने नाम",SII
शीतलता,ना.,शीतल भएको अवस्था; चिसोपन,SIIS
निःशुल्क,वि.,शुल्क नलाग्ने,SSI
निकाला,असङ्.  ना.,बसोबास गरिरहेको ठाउँमा बस्न नदिई त्यहाँबाट निकाल्ने काम,ISS
निकासा,ना.,"खर्चको लागि छुट्याइएको रकम सम्बन्धित ठाउँमा पठाउने काम
कुनै वस्तुलाई बाहिर निकाल्ने काम",ISS
निकासी,ना.,कुनै वस्तु वा सामान एक देशबाट अर्को देशमा निकास गर्ने अथवा पठाउने काम,ISS
निकुञ्ज,सङ्.  ना.,वनसम्पदा र वनजंगलमा पाइने  प्राणीको सुरक्षा गर्ने उद्देश्यले निर्माण र संरक्षण गरिएको स्थल; आरक्षित वन,ISI
चलाउनु,एक.  क्रि.,"सञ्चालन गर्नु
चालमा ल्याउनु",ISII
निजी,वि.,"एउटा मात्र व्यक्ति वा निकायसँग सम्बन्धित; एउटा मात्र व्यक्ति वा निकायको स्वामित्वमा रहेको
सरकारको स्वामित्व नरहेको; सरकारदेखि बाहेकको",IS
शून्यता,ना.,"कुनै पनि आवाज नआएर सुनसान भएको स्थिति
केही कुरा पनि नभएको शून्य ठाउँ",SIS
शैक्षिक,वि.,शिक्षाको; शिक्षासँग सम्बन्धित,SII
शोषक,सङ्.  ना.,शोषण गर्ने व्यक्ति,SII
शोषण,ना.,"सामाजिक, बौद्धिक, आर्थिक आदि रुपमा अरुबाट अनुचित लाभ लिने काम",SII
नियति,ना.,भाग्य,III
नियोग,ना.,"आफ्ना पतिबाट सन्तान हुने नसक्ने स्थिति भएमा कुल, जातभित्रका उपयुक्त पुरुषमार्फत् सन्तान जन्माउने प्रथा",ISI
नियोजन,ना.,सन्तान उत्पादन कार्यलाई नियन्त्रण र व्यवस्थित गर्ने काम,ISII
श्राद्ध,ना.,हिन्दु धर्मअनुसार पुर्खा मरेको तीथिमा श्रद्धा स्वरुप गरिने धार्मिक पुण्य कार्य,SI
निर्जन,वि.,मानिस नभएको; सुनसान,SII
श्रेष्ठता,ना.,श्रेष्ठ भएको अवस्था,SIS
निर्धारण,ना.,निर्क्यौल अथवा निधो गर्ने काम; तोक्ने काम,SSII
निर्भर,असङ्.  ना.,भर परेको; भरोसामा परेको; आश्रित,SII
निर्मूल,असङ्.  ना.,जरैदेखि उखेलेर फाल्ने काम; समाप्त पार्ने काम,SSI
मोहक,वि.,मोहनी लगाउने; मनलाई आकर्षित गर्ने,SII
मोहनी,वि.,मोहमा पार्ने; मोहमा पार्न सक्ने गुण भएको,SIS
मोहित,वि.,मोहमा परेको; लट्ठिएको,SII
मौखिक,वि.,बोलीमा मात्र सीमित; बोलीमा आधारित,SII
मौजुदा,वि.,प्रचलनमा रहेको; अहिले प्रयोगमा आईरहेको,SIS
मौद्रिक,वि.,मुद्रासँग सम्बन्धित,SII
मौनता,ना.,मौन रहेको आवस्था,SIS
मौलिक,वि.,"आफ्नो छुट्टै परिचय र विशेषता भएको
आधारभूत",SII
मौलिकता,ना.,मौलिक गुणले युक्त भएको अवस्था; निजीपन,SIIS
मौसमी,वि.,"मौसम सम्बन्धी
खास मौसममा पाइने; मौसम अनुसारको
नियमित नभएको; अनियमित",SIS
मैत्री,ना.,"मेलमिलाप र मित्रताको सम्बन्ध
मित्रताले युक्त; मित्रवत्",SS
मैथिली,ना.,"भारोपेली  भाषा परिवार अन्तर्गत पर्ने मिथीला क्षेत्रमा प्रमुख रूपमा बोलिने भाषा
मिथिलासंग सम्बन्धित; मिथिलाको",SIS
औपनिवेशिक,गुवा.  वि.,उपनिवेशको; उपनिवेशसँग सम्बन्धित,SIISII
हिमायती,वि.,पक्ष लिने; पक्षपाती,ISIS
पञ्चमी,ना.,कृष्णपक्ष वा शुक्लपक्षको पाचौँ तिथि,SIS
पञ्चायत,ना.,कुनै समस्याको समाधानको लागि बस्ने भद्र भलाद्‌मीको सभा,SSII
पखाला,ना.,"धेरै पातलो दिसा
पातलो दिसा लाग्ने रोग",ISS
विकेन्द्रित,वि.,केन्द्रित नभएको; छरिएको,ISII
मृतक,ना.,मरेको व्यक्ति ,III
मूलभूत,वि.,मूख्य; आधारभूत,SISI
मूल्यवान्,वि.,धेरै मूल्य पर्ने,SIS
परिपूरक,वि.,पूरा गर्ने,IISII
परिबन्द,ना.,परिस्थिति,IISI
परिभाषा,सङ्.  ना.,"कुनै वस्तु, विषय आदिलाई चिनाउन गरिने वर्णन",IISS
मझौला,वि.,माझको; बीचको,ISS
मण्डली,ना.,"एउटै काम, विचार, चाहना वा लक्ष्य भएका मानिसहरूको समूह",SIS
पर्यावरण,ना.,कुनै ठाउँको वातावरण; वरिपरिको स्थिति,SSIII
मतियार,ना.,गलत निर्देशन दिने व्यक्ति,IISI
परिश्रम,ना.,कुनै प्रयोजनको लागि गरिने शारिरिक तथा मानसिक श्रम वा मेहनत; श्रम गराइ; उद्यम,ISII
विजेता,वि.,विजय प्राप्त गर्ने; जित्ने,ISS
मधुकर,ना.,भमरो; भँवरो,IIII
मध्याह्न,ना.,"मध्य दिन; दिउँसो बाह्र बजेको समय
खेलको बीचमा विश्राम लिइने समय; कार्यालय समयको मध्यतिर खाज खान र विश्राम दिइने छुट्टी
उपन्यास, नाटक आदिको मध्य भाग",SSI
परिसंवाद,ना.,"कुनै विषय, विचार, घटना आदिलाई लिएर गरिने संवाद वा छलफल",IISSI
मनग्गे,वि.,मनले चाहे जति; पर्याप्त,ISS
मनन,ना.,कुनै कुरामाथि सोचविचार गर्ने काम,III
मनसाय,ना.,"मनको भित्री चाहना
भन्न खोजेको अर्थ; आसय",IISI
पाक्षिक,वि.,प्रत्येक पन्ध्र दिनको; पन्ध्र दिनमा हुने,SII
पाखे,वि.,"पाखामा रहेको; पाखा भएको; पाखाको
शिष्टता र मर्यादा नजानेको; असभ्य",SS
मनोनयन,ना.,कुनै पदमा नियुक्त गर्ने काम,ISIII
मनोवैज्ञानिक,सङ्.  ना.,मनोविज्ञानसँग सम्बन्धित,ISSSII
मन्त्री,सङ्.  ना.,राज्य सञ्चालन गर्न बनेको कार्यकारिणी समितिको सदस्य; कार्यपालिकाको सदस्य,SS
वित्तीय,वि.,वित्तसँग सम्बन्धित; वित्तको,SSI
विद्युतीय,वि.,विद्युतबाट चल्ने; विद्युतसँग सम्बन्धित; विद्युतको ,SISI
मलामी,सङ्.  ना.,मरेको मानिसको लास लिएर अन्तिम संस्कारमा जाने व्यक्ति,ISS
महत्ता,ना.,"मान-सम्मान, प्रतिष्ठा वा महत्व ",ISS
महत्त्व,ना.,गुण वा आवश्यकताको हिसाबले मूख्य वा ठूलो हुनाको अवस्था,ISI
महत्त्वपूर्ण,वि.,धेरै महत्त्व रहेको,ISISI
महिनावारी,क्रियो.,"महिना महिनाको हिसाबले; हरेक महिना हिसाब गर्ने गरी
हरेक महिना पाठेघरबाट रक्तस्राव हुने प्रक्रिया
हरेक महिनाको; प्रत्येक महिना हुने",IISSS
पुष्टि,असङ्.  ना.,पुष्ट अथवा प्रमाणित गर्ने काम,SI
प्रक्रिया,सङ्.  ना.,"कुनै काम सम्पन्न गर्न आवश्यक क्रमबद्ध विधि वा तरिका
वस्तु वा विषयको विकासमा हुने विभिन्न कार्यहरूको शृङ्खला वा सिलसिलाबद्ध घटना",SIS
प्रताप,असङ्.  ना.,"व्यक्ति, वस्तु आदिको शक्तिशाली प्रभाव",ISI
प्रतिमूर्ति,ना.,"कुनै वस्तु, व्यक्ति आदिको फोटो, चित्र वा मूर्ति; प्रतिरूप",IISI
विनम्रता,असङ्.  ना.,विनम्र व्यक्तिमा हुने गुण; नम्र भएको अवस्था,ISIS
